taille_necrose;experiment;oiv;surface_necrosee;necrose;densite_sporulation;sheet;sporulation;image_name;colonne;ligne
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P20;3;b
7;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P20;3;c
;Exp22DM08_inoc1_saisie_V2;7;;0;9;5dpi;1;Exp22DM08_inoc1_T5_P20;4;a
7;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P20;4;b
7;Exp22DM08_inoc1_saisie_V2;7;9;1;9;5dpi;1;Exp22DM08_inoc1_T5_P20;4;c
5;Exp22DM08_inoc1_saisie_V2;7;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P21;1;a
5;Exp22DM08_inoc1_saisie_V2;7;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P21;1;b
5;Exp22DM08_inoc1_saisie_V2;7;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P21;1;c
7;Exp22DM08_inoc1_saisie_V2;7;3;1;7;5dpi;1;Exp22DM08_inoc1_T5_P21;2;a
7;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P21;2;b
7;Exp22DM08_inoc1_saisie_V2;7;3;1;7;5dpi;1;Exp22DM08_inoc1_T5_P21;2;c
5;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P21;3;a
5;Exp22DM08_inoc1_saisie_V2;7;3;1;7;5dpi;1;Exp22DM08_inoc1_T5_P21;3;b
5;Exp22DM08_inoc1_saisie_V2;7;3;1;7;5dpi;1;Exp22DM08_inoc1_T5_P21;3;c
9;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P21;4;a
5;Exp22DM08_inoc1_saisie_V2;3;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P21;4;b
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P21;4;c
;Exp22DM08_inoc1_saisie_V2;7;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P22;1;a
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P22;1;b
;Exp22DM08_inoc1_saisie_V2;1;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P22;1;c
7;Exp22DM08_inoc1_saisie_V2;7;9;1;7;5dpi;1;Exp22DM08_inoc1_T5_P22;2;a
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P22;2;b
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P22;2;c
;Exp22DM08_inoc1_saisie_V2;9;;0;;5dpi;0;Exp22DM08_inoc1_T5_P22;3;a
;Exp22DM08_inoc1_saisie_V2;9;;0;;5dpi;0;Exp22DM08_inoc1_T5_P22;3;b
;Exp22DM08_inoc1_saisie_V2;9;;0;;5dpi;0;Exp22DM08_inoc1_T5_P22;3;c
3;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P22;4;a
3;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P22;4;b
5;Exp22DM08_inoc1_saisie_V2;7;3;1;7;5dpi;1;Exp22DM08_inoc1_T5_P22;4;c
7;Exp22DM08_inoc1_saisie_V2;9;9;1;;5dpi;0;Exp22DM08_inoc1_T5_P23;1;a
9;Exp22DM08_inoc1_saisie_V2;9;9;1;;5dpi;0;Exp22DM08_inoc1_T5_P23;1;b
;Exp22DM08_inoc1_saisie_V2;9;;0;;5dpi;0;Exp22DM08_inoc1_T5_P23;1;c
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P23;2;a
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P23;2;b
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P23;2;c
7;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P23;3;a
;Exp22DM08_inoc1_saisie_V2;5;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P23;3;b
;Exp22DM08_inoc1_saisie_V2;5;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P23;3;c
7;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P23;4;a
7;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P23;4;b
7;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P23;4;c
;Exp22DM08_inoc1_saisie_V2;5;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P24;1;a
;Exp22DM08_inoc1_saisie_V2;5;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P24;1;b
;Exp22DM08_inoc1_saisie_V2;5;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P24;1;c
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P24;2;a
7;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P24;2;b
;Exp22DM08_inoc1_saisie_V2;5;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P24;2;c
5;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P24;3;a
5;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P24;3;b
7;Exp22DM08_inoc1_saisie_V2;7;3;1;9;5dpi;1;Exp22DM08_inoc1_T5_P24;3;c
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P24;4;a
5;Exp22DM08_inoc1_saisie_V2;5;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P24;4;b
5;Exp22DM08_inoc1_saisie_V2;5;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P24;4;c
7;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;1;a
7;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;1;b
7;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;1;c
7;Exp22DM08_inoc1_saisie_V2;5;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P25;2;a
7;Exp22DM08_inoc1_saisie_V2;5;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;2;b
7;Exp22DM08_inoc1_saisie_V2;5;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;2;c
9;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;3;a
9;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;3;b
9;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;3;c
5;Exp22DM08_inoc1_saisie_V2;5;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;4;a
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;4;b
7;Exp22DM08_inoc1_saisie_V2;5;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P25;4;c
7;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P26;1;a
7;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P26;1;b
7;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P26;1;c
5;Exp22DM08_inoc1_saisie_V2;5;5;1;5;5dpi;1;Exp22DM08_inoc1_T5_P26;2;a
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P26;2;b
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P26;2;c
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P26;3;a
5;Exp22DM08_inoc1_saisie_V2;5;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P26;3;b
5;Exp22DM08_inoc1_saisie_V2;5;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P26;3;c
5;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P26;4;a
7;Exp22DM08_inoc1_saisie_V2;5;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P26;4;b
5;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P26;4;c
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P27;1;a
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P27;1;b
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P27;1;c
7;Exp22DM08_inoc1_saisie_V2;3;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P27;2;a
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P27;2;b
7;Exp22DM08_inoc1_saisie_V2;3;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P27;2;c
5;Exp22DM08_inoc1_saisie_V2;7;5;1;5;5dpi;1;Exp22DM08_inoc1_T5_P27;3;a
5;Exp22DM08_inoc1_saisie_V2;5;7;1;5;5dpi;1;Exp22DM08_inoc1_T5_P27;3;b
7;Exp22DM08_inoc1_saisie_V2;5;5;1;5;5dpi;1;Exp22DM08_inoc1_T5_P27;3;c
5;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P27;4;a
7;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P27;4;b
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P27;4;c
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P28;1;a
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P28;1;b
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P28;1;c
7;Exp22DM08_inoc1_saisie_V2;9;9;1;;5dpi;0;Exp22DM08_inoc1_T5_P28;2;a
9;Exp22DM08_inoc1_saisie_V2;9;9;1;;5dpi;0;Exp22DM08_inoc1_T5_P28;2;b
9;Exp22DM08_inoc1_saisie_V2;9;9;1;;5dpi;0;Exp22DM08_inoc1_T5_P28;2;c
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P28;3;a
;Exp22DM08_inoc1_saisie_V2;1;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P28;3;b
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P28;3;c
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P28;4;a
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P28;4;b
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P28;4;c
7;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P29;1;a
9;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P29;1;b
9;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P29;1;c
7;Exp22DM08_inoc1_saisie_V2;3;5;1;5;5dpi;1;Exp22DM08_inoc1_T5_P29;2;a
7;Exp22DM08_inoc1_saisie_V2;3;9;1;5;5dpi;1;Exp22DM08_inoc1_T5_P29;2;b
9;Exp22DM08_inoc1_saisie_V2;5;9;1;5;5dpi;1;Exp22DM08_inoc1_T5_P29;2;c
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P31;1;a
7;Exp22DM08_inoc1_saisie_V2;3;9;1;7;5dpi;1;Exp22DM08_inoc1_T5_P31;1;b
9;Exp22DM08_inoc1_saisie_V2;3;9;1;7;5dpi;1;Exp22DM08_inoc1_T5_P31;1;c
;Exp22DM08_inoc1_saisie_V2;7;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P31;2;a
;Exp22DM08_inoc1_saisie_V2;7;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P31;2;b
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P31;2;c
;Exp22DM08_inoc1_saisie_V2;7;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P31;3;a
7;Exp22DM08_inoc1_saisie_V2;5;5;1;5;5dpi;1;Exp22DM08_inoc1_T5_P31;3;b
7;Exp22DM08_inoc1_saisie_V2;5;5;1;5;5dpi;1;Exp22DM08_inoc1_T5_P31;3;c
9;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P31;4;a
9;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P31;4;b
9;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P31;4;c
9;Exp22DM08_inoc1_saisie_V2;9;3;1;;5dpi;0;Exp22DM08_inoc1_T5_P32;1;a
9;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P32;1;b
9;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P32;1;c
;Exp22DM08_inoc1_saisie_V2;7;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P32;2;a
9;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P32;2;b
9;Exp22DM08_inoc1_saisie_V2;7;9;1;7;5dpi;1;Exp22DM08_inoc1_T5_P32;2;c
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P32;3;a
;Exp22DM08_inoc1_saisie_V2;3;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P32;3;b
;Exp22DM08_inoc1_saisie_V2;3;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P32;3;c
7;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P32;4;a
7;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P32;4;b
7;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P32;4;c
;Exp22DM08_inoc1_saisie_V2;7;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P33;1;a
;Exp22DM08_inoc1_saisie_V2;7;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P33;1;b
;Exp22DM08_inoc1_saisie_V2;7;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P33;1;c
;Exp22DM08_inoc1_saisie_V2;7;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P33;2;a
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P33;2;b
;Exp22DM08_inoc1_saisie_V2;7;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P33;2;c
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P33;3;a
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P33;3;b
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P33;3;c
5;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P33;4;a
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P33;4;b
5;Exp22DM08_inoc1_saisie_V2;7;9;1;9;5dpi;1;Exp22DM08_inoc1_T5_P33;4;c
9;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P34;1;a
9;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P34;1;b
9;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P34;1;c
9;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P34;2;a
5;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P34;2;b
9;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P34;2;c
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P34;3;a
;Exp22DM08_inoc1_saisie_V2;7;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P34;3;b
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P34;3;c
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P34;4;a
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P34;4;b
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P34;4;c
;Exp22DM08_inoc1_saisie_V2;1;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P35;1;a
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P35;1;b
;Exp22DM08_inoc1_saisie_V2;1;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P35;1;c
5;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P35;2;a
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P35;2;b
5;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P35;2;c
7;Exp22DM08_inoc1_saisie_V2;5;9;1;7;5dpi;1;Exp22DM08_inoc1_T5_P35;3;a
9;Exp22DM08_inoc1_saisie_V2;3;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P35;3;b
9;Exp22DM08_inoc1_saisie_V2;3;9;1;5;5dpi;1;Exp22DM08_inoc1_T5_P35;3;c
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P35;4;a
;Exp22DM08_inoc1_saisie_V2;7;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P35;4;b
;Exp22DM08_inoc1_saisie_V2;7;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P35;4;c
7;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P36;1;a
7;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P36;1;b
7;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P36;1;c
7;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P36;2;a
9;Exp22DM08_inoc1_saisie_V2;9;9;1;;5dpi;0;Exp22DM08_inoc1_T5_P36;2;b
9;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P36;2;c
9;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P36;3;a
9;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P36;3;b
9;Exp22DM08_inoc1_saisie_V2;9;5;1;;5dpi;0;Exp22DM08_inoc1_T5_P36;3;c
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P36;4;a
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P36;4;b
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P36;4;c
;Exp22DM08_inoc1_saisie_V2;5;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P37;1;a
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P37;1;b
7;Exp22DM08_inoc1_saisie_V2;7;9;1;7;5dpi;1;Exp22DM08_inoc1_T5_P37;1;c
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P37;2;a
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P37;2;b
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P37;2;c
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P37;3;a
5;Exp22DM08_inoc1_saisie_V2;7;5;1;7;5dpi;1;Exp22DM08_inoc1_T5_P37;3;b
5;Exp22DM08_inoc1_saisie_V2;7;9;1;7;5dpi;1;Exp22DM08_inoc1_T5_P37;3;c
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P37;4;a
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P37;4;b
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P37;4;c
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P38;1;a
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P38;1;b
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P38;1;c
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P38;2;a
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P38;2;b
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P38;2;c
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P38;3;a
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P38;3;b
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P38;3;c
;Exp22DM08_inoc1_saisie_V2;9;;0;;5dpi;0;Exp22DM08_inoc1_T5_P38;4;a
;Exp22DM08_inoc1_saisie_V2;7;;0;7;5dpi;1;Exp22DM08_inoc1_T5_P38;4;b
;Exp22DM08_inoc1_saisie_V2;7;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P38;4;c
;Exp22DM08_inoc1_saisie_V2;7;;0;9;5dpi;1;Exp22DM08_inoc1_T5_P39;1;a
5;Exp22DM08_inoc1_saisie_V2;7;5;1;9;5dpi;1;Exp22DM08_inoc1_T5_P39;1;b
;Exp22DM08_inoc1_saisie_V2;7;;0;9;5dpi;1;Exp22DM08_inoc1_T5_P39;1;c
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P39;2;a
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P39;2;b
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P39;2;c
9;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P39;3;a
7;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P39;3;b
7;Exp22DM08_inoc1_saisie_V2;7;7;1;9;5dpi;1;Exp22DM08_inoc1_T5_P39;3;c
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P39;4;a
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P39;4;b
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P39;4;c
5;Exp22DM08_inoc1_saisie_V2;9;7;1;;5dpi;0;Exp22DM08_inoc1_T5_P40;1;a
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P40;1;b
5;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P40;1;c
;Exp22DM08_inoc1_saisie_V2;9;;0;;5dpi;0;Exp22DM08_inoc1_T5_P40;2;a
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P40;2;b
;Exp22DM08_inoc1_saisie_V2;7;;0;9;5dpi;1;Exp22DM08_inoc1_T5_P40;2;c
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P40;3;a
;Exp22DM08_inoc1_saisie_V2;5;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P40;3;b
;Exp22DM08_inoc1_saisie_V2;3;;0;3;5dpi;1;Exp22DM08_inoc1_T5_P40;3;c
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P40;4;a
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P40;4;b
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P40;4;c
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P41;1;a
;Exp22DM08_inoc1_saisie_V2;3;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P41;1;b
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P41;1;c
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P41;2;a
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P41;2;b
;Exp22DM08_inoc1_saisie_V2;5;;0;5;5dpi;1;Exp22DM08_inoc1_T5_P41;2;c
7;Exp22DM08_inoc1_saisie_V2;7;9;1;7;5dpi;1;Exp22DM08_inoc1_T5_P41;3;a
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P41;3;b
7;Exp22DM08_inoc1_saisie_V2;7;7;1;7;5dpi;1;Exp22DM08_inoc1_T5_P41;3;c
